Machine,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
C5 Mechanical,سير الماستر,26,تنظيف رولات سير الماستر,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,سير الماستر,27,تغيير كتاين رولات سير الماستر,490,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C5 Mechanical,بقية الخط,28,معالجة أى تسريب مياه من روتارى جوينت الكولنج درام,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,29,تنظيف رولات وسير السنترة السفلى,340,60,1,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
C5 Mechanical,بقية الخط,30,ضبط حركة سير السنترة السفلى,300,30,1,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
C5 Mechanical,بقية الخط,31,تنظيف رولات وسير السنترة العلوى,340,60,1,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
C5 Mechanical,بقية الخط,32,ضبط حركة سير السنترة العلوى,300,30,1,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
C5 Mechanical,بقية الخط,33,تنظيف رولات وسير الاندر- لينر,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,34,ضبط حركة سير الاندر- لينر,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,35,تنظيف رولات وسير اللينر,340,45,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,36,ضبط حركة سير اللينر,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,37,Over - path تنظيف رولات وسير اللينر ,340,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,38,Over - path ضبط حركة سير اللينر ,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,39,Let-off1 تنظيف رولات وسير الاندر- لينر ,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,40,Let-off1 ضبط حركة سير الاندر- لينر ,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,41,Let-off2 تنظيف رولات وسير الاندر- لينر ,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,42,Let-off2 ضبط حركة سير الاندر- لينر ,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,43,التأكد من عمل بساتم Let-off1 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,44,التأكد من عمل بساتم Let-off2 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,45,بكفاءة Let-off1 التأكد من عمل اسكرو حمل البوبينة,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,46,بكفاءة Let-off2 التأكد من عمل اسكرو حمل البوبينة ,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,47,ضبط قطع سكينة الوايند-أب,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,48,تغيير سكينتى الوايند-أب (الروتارى و الكونتر),390,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C5 Mechanical,بقية الخط,49,Wind-up1 تنظيف رولات وسير اللينر ,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,50,Wind-up1 ضبط حركة سير اللينر ,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,51,Wind-up2 تنظيف رولات وسير اللينر ,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C5 Mechanical,بقية الخط,52,Wind-up2 ضبط حركة سير اللينر ,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,53,بكفاءة Wind-up1 التأكد من عمل بساتم ,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,54,بكفاءة Wind-up2 التأكد من عمل بساتم ,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,55,بكفاءة Let-off1 التأكد من عمل اسكرو حمل البوبينة ,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,56,بكفاءة Let-off2 التأكد من عمل اسكرو حمل البوبينة ,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C5 Mechanical,بقية الخط,57,Let-off1 تغيير اسكرو حمل البوبينة ,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C5 Mechanical,بقية الخط,58,Let-off2 تغيير اسكرو حمل البوبينة ,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C5 Mechanical,بقية الخط,59,Wind-up1 تغيير اسكرو حمل البوبينة ,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C5 Mechanical,بقية الخط,60,Wind-up2 تغيير اسكرو حمل البوبينة ,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
