Machine,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
MOD,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
MOD,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
MOD,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM.ANGLE,شربونات المواتير,1,الكشف و تنظيف شربونات المواتير,100,20,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,فلاتر المواتير,2,تنظيف فلاتر المواتير,110,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,ترامل البانل و المواتير,3,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM.ANGLE,فرامل المواتير,4,ضبط فرامل المواتير,235,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,الكونتكترات,5,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM.ANGLE,البانل,6,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,تكييف البانل,7,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,السفتي,8,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM.ANGLE,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM1,شربونات المواتير,1,الكشف و تنظيف شربونات المواتير,100,20,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,فلاتر المواتير,2,تنظيف فلاتر المواتير,110,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,ترامل البانل و المواتير,3,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM1,فرامل المواتير,4,ضبط فرامل المواتير,235,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,الكونتكترات,5,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM1,البانل,6,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,تكييف البانل,7,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,السفتي,8,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM1,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM2,شربونات المواتير,1,الكشف و تنظيف شربونات المواتير,100,20,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,فلاتر المواتير,2,تنظيف فلاتر المواتير,110,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,ترامل البانل و المواتير,3,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM2,فرامل المواتير,4,ضبط فرامل المواتير,235,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,الكونتكترات,5,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM2,البانل,6,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,تكييف البانل,7,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,السفتي,8,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM2,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM3,ترامل البانل و المواتير,1,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM3,الكونتكترات,2,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM3,البانل,3,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM3,تكييف البانل,4,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM3,السفتي,5,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM3,الفوتوسيل,6,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM3,الليميتات و البروكسيمتي,7,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
TTM3,PLC و Backplan,8,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMI,شربونات المواتير,1,الكشف و تنظيف شربونات المواتير,100,20,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,فلاتر المواتير,2,تنظيف فلاتر المواتير,110,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,ترامل البانل و المواتير,3,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMI,فرامل المواتير,4,ضبط فرامل المواتير,235,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,الكونتكترات,5,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMI,البانل,6,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,تكييف البانل,7,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,السفتي,8,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
VMI,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW VMI,شربونات المواتير,1,الكشف و تنظيف شربونات المواتير,100,20,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,فلاتر المواتير,2,تنظيف فلاتر المواتير,110,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,ترامل البانل و المواتير,3,إعادة الربط على جميع ترامل البانل و المواتير,130,120,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW VMI,فرامل المواتير,4,ضبط فرامل المواتير,235,40,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,الكونتكترات,5,الكشف على الكونتكترات,160,60,1 Elect,26,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW VMI,البانل,6,تنظيف البانل,140,45,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,تكييف البانل,7,التاكد من عمل تكيف البانل,150,10,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,السفتي,8,الكشف على السفتي,170,25,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,الفوتوسيل,9,تنظيف و تاكيد تثبيت الفوتوسيل,180,30,1 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,الليميتات و البروكسيمتي,10,تنظيف و تاكيد تثبيت الليمتات و البروكسيمتى,190,20,2 Elect,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,,,,
NEW VMI,PLC و Backplan,11,تنظيف الBackplan و كارتات الPLC,200,240,1 Elect,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
