Machine,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Buffing Machine,Buffing Machine,1,check air setting (air regulators & filter),X1,60,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
Buffing Machine,Buffing Machine,2,check and inspect air cylinders.,X9,60,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
Buffing Machine,Buffing Machine,3,check tightness for bolts &coupling.,X10,30,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
Buffing Machine,Buffing Machine,4,check pneuamtic system of the operation (solenoid valves).,X9,60,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
Buffing Machine,Buffing Machine,5,Check gear boxes oil leakage,X5,20,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
Buffing Machine,Buffing Machine,6,Change oil leakage,X5,10,1M,52,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffing Machine,Buffing Machine,7,Check greasing points,X5,40,1M,16,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x
